Year,Region,School,School_Key,Measure_Code,Measure_Name,min,max,mean,count,Subgroup_Gap
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,perc,Academic Personalism,47,47,47,1,0
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,clar,Course Clarity,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,trts,Student-Teacher Trust,19,19,19,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,stdy,Rigorous Study Habits,22,22,22,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,scie,Inquiry-Based Science Instruction,63,63,63,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,rigr,Classroom Rigor,22,22,22,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,pres,Academic Press,37,37,37,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,perc,Academic Personalism,25,25,25,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,peer,Student Peer Relationships,18,18,18,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,engg,Academic Engagement,99,99,99,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,humr,Human & Social Resources in the Community,47,47,47,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,engl,English Instruction,42,42,42,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,engg,Academic Engagement,34,34,34,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,clar,Course Clarity,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,acno,Peer Support for Academic Work,39,39,39,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,trts,Student-Teacher Trust,29,29,29,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,stdy,Rigorous Study Habits,19,19,19,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,scie,Inquiry-Based Science Instruction,26,26,26,1,0
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,math,Math Instruction,43,43,43,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,engl,English Instruction,58,58,58,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,engg,Academic Engagement,58,58,58,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,clar,Course Clarity,14,14,14,1,0
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,acno,Peer Support for Academic Work,40,40,40,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,trts,Student-Teacher Trust,13,13,13,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,stdy,Rigorous Study Habits,0,0,0,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,scie,Inquiry-Based Science Instruction,13,13,13,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,acno,Peer Support for Academic Work,12,12,12,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,pres,Academic Press,10,10,10,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,perc,Academic Personalism,10,10,10,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,peer,Student Peer Relationships,29,29,29,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,math,Math Instruction,9,9,9,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,humr,Human & Social Resources in the Community,44,44,44,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,engl,English Instruction,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,engg,Academic Engagement,14,14,14,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,clar,Course Clarity,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,rigr,Classroom Rigor,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,engl,English Instruction,65,65,65,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,engg,Academic Engagement,60,60,60,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,clar,Course Clarity,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,acno,Peer Support for Academic Work,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,trts,Student-Teacher Trust,83,83,83,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,stdy,Rigorous Study Habits,99,99,99,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,slap,School-Wide Future Orientation,72,72,72,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,rigr,Classroom Rigor,3,3,3,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,rigr,Classroom Rigor,54,54,54,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,pres,Academic Press,61,61,61,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,perc,Academic Personalism,77,77,77,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,peer,Student Peer Relationships,78,78,78,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,math,Math Instruction,74,74,74,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,humr,Human & Social Resources in the Community,67,67,67,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,futr,Importance of High School for the Future,58,58,58,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,engl,English Instruction,76,76,76,1,0
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,scie,Inquiry-Based Science Instruction,62,62,62,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,pres,Academic Press,25,25,25,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,perc,Academic Personalism,18,18,18,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,peer,Student Peer Relationships,18,18,18,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,math,Math Instruction,8,8,8,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,humr,Human & Social Resources in the Community,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,engl,English Instruction,38,38,38,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,engg,Academic Engagement,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,clar,Course Clarity,1,1,1,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,humr,Human & Social Resources in the Community,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,trts,Student-Teacher Trust,24,24,24,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,stdy,Rigorous Study Habits,36,36,36,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,scie,Inquiry-Based Science Instruction,35,35,35,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,rigr,Classroom Rigor,17,17,17,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,pres,Academic Press,30,30,30,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,perc,Academic Personalism,45,45,45,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,peer,Student Peer Relationships,17,17,17,1,0
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,math,Math Instruction,41,41,41,1,0
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,acno,Peer Support for Academic Work,13,13,13,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,rigr,Classroom Rigor,40,40,40,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,pres,Academic Press,99,99,99,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,perc,Academic Personalism,56,56,56,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,math,Math Instruction,53,53,53,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,engl,English Instruction,70,70,70,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,engg,Academic Engagement,68,68,68,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,acno,Peer Support for Academic Work,4,4,4,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,trts,Student-Teacher Trust,31,31,31,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,stdy,Rigorous Study Habits,16,16,16,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,scie,Inquiry-Based Science Instruction,46,46,46,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,rigr,Classroom Rigor,1,1,1,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,pres,Academic Press,25,25,25,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,perc,Academic Personalism,28,28,28,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,peer,Student Peer Relationships,28,28,28,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,math,Math Instruction,25,25,25,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,humr,Human & Social Resources in the Community,32,32,32,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,trts,Student-Teacher Trust,16,16,16,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,trts,Student-Teacher Trust,31,31,31,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,stdy,Rigorous Study Habits,62,62,62,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,slap,School-Wide Future Orientation,48,48,48,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,scie,Inquiry-Based Science Instruction,57,57,57,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,rigr,Classroom Rigor,32,32,32,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,pres,Academic Press,41,41,41,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,perc,Academic Personalism,39,39,39,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,stdy,Rigorous Study Habits,1,1,1,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,math,Math Instruction,66,66,66,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,humr,Human & Social Resources in the Community,39,39,39,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,futr,Importance of High School for the Future,1,1,1,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,engl,English Instruction,44,44,44,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,engg,Academic Engagement,71,71,71,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,clar,Course Clarity,22,22,22,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,acno,Peer Support for Academic Work,49,49,49,1,0
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,trts,Student-Teacher Trust,7,7,7,1,0
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,peer,Student Peer Relationships,22,22,22,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,math,Math Instruction,31,31,31,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,humr,Human & Social Resources in the Community,23,23,23,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,engl,English Instruction,36,36,36,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,engg,Academic Engagement,39,39,39,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,clar,Course Clarity,26,26,26,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,acno,Peer Support for Academic Work,29,29,29,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,stdy,Rigorous Study Habits,11,11,11,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,engl,English Instruction,33,33,33,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,pres,Academic Press,69,69,69,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,perc,Academic Personalism,53,53,53,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,math,Math Instruction,84,84,84,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,engl,English Instruction,55,55,55,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,engg,Academic Engagement,99,99,99,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,acno,Peer Support for Academic Work,47,47,47,1,0
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,rigr,Classroom Rigor,2,2,2,1,0
2026,Unassigned,Horizon Science Academy - Westerville,HORIZON SCIENCE ACADEMY WESTERVILLE,trts,Student-Teacher Trust,65,65,65,1,0
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,rigr,Classroom Rigor,45,45,45,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,engg,Academic Engagement,36,36,36,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,clar,Course Clarity,1,1,1,1,0
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,acno,Peer Support for Academic Work,18,18,18,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,trts,Student-Teacher Trust,18,18,18,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,stdy,Rigorous Study Habits,28,28,28,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,scie,Inquiry-Based Science Instruction,63,63,63,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,rigr,Classroom Rigor,27,27,27,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,pres,Academic Press,47,47,47,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,peer,Student Peer Relationships,31,31,31,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,trts,Student-Teacher Trust,10,10,10,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,stdy,Rigorous Study Habits,15,15,15,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,scie,Inquiry-Based Science Instruction,34,34,34,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,safe1,Safety,16,16,16,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,rigr,Classroom Rigor,20,20,20,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,prs2,Parent Supportiveness,22,22,22,1,0
2026,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,pres,Academic Press,38,38,38,1,0
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,perc,Academic Personalism,40,40,40,1,0
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,acno,Peer Support for Academic Work,9,9,9,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,engl,English Instruction,59,59,59,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,engg,Academic Engagement,51,51,51,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,clar,Course Clarity,14,14,14,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,acno,Peer Support for Academic Work,38,38,38,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,trts,Student-Teacher Trust,59,59,59,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,stdy,Rigorous Study Habits,61,61,61,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,rigr,Classroom Rigor,70,70,70,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,acno,Peer Support for Academic Work,16,16,16,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,perc,Academic Personalism,59,59,59,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,math,Math Instruction,31,31,31,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engl,English Instruction,51,51,51,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,engg,Academic Engagement,80,80,80,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,acno,Peer Support for Academic Work,96,96,96,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,trts,Student-Teacher Trust,20,20,20,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,stdy,Rigorous Study Habits,22,22,22,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,scie,Inquiry-Based Science Instruction,27,27,27,1,0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,pres,Academic Press,63,63,63,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,stdy,Rigorous Study Habits,1,1,1,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,rigr,Classroom Rigor,30,30,30,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,pres,Academic Press,60,60,60,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,perc,Academic Personalism,17,17,17,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,math,Math Instruction,31,31,31,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engl,English Instruction,51,51,51,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,engg,Academic Engagement,31,31,31,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,humr,Human & Social Resources in the Community,54,54,54,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,trts,Student-Teacher Trust,16,16,16,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,stdy,Rigorous Study Habits,48,48,48,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,scie,Inquiry-Based Science Instruction,50,50,50,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,rigr,Classroom Rigor,24,24,24,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,pres,Academic Press,35,35,35,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,perc,Academic Personalism,34,34,34,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,peer,Student Peer Relationships,25,25,25,1,0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,math,Math Instruction,52,52,52,1,0
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,acno,Peer Support for Academic Work,1,1,1,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,engl,English Instruction,55,55,55,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,engg,Academic Engagement,62,62,62,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,clar,Course Clarity,27,27,27,1,0
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,acno,Peer Support for Academic Work,52,52,52,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,trts,Student-Teacher Trust,14,14,14,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,stdy,Rigorous Study Habits,5,5,5,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,scie,Inquiry-Based Science Instruction,38,38,38,1,0
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,rigr,Classroom Rigor,11,11,11,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,pres,Academic Press,21,21,21,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,perc,Academic Personalism,10,10,10,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,peer,Student Peer Relationships,24,24,24,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,math,Math Instruction,24,24,24,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,humr,Human & Social Resources in the Community,39,39,39,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,engl,English Instruction,49,49,49,1,0
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,engg,Academic Engagement,26,26,26,1,0
